identifier_target_name	identifier_target_accession	identifier_target_length	identifier_query_name	identifier_query_accession	identifier_query_length	full_sequence_e-value	full_sequence_score	full_sequence_bias	this_domain_domain_number	this_domain_total_domains	this_domain_e-value	this_domain_i-value	this_domain_score	this_domain_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	identifier_acc	identifier_query_description
HTH_1	PF00126.30	60	tr|M4U7P6|M4U7P6_9XANT	-	313	2.7e-21	75.4	1.9	1	3	2.7e-25	2.7e-21	75.4	0.0	1	60	3	62	3	62	0.99	Bacterial regulatory helix-turn-helix protein, lysR family
PhdYeFM_antitox	PF02604.22	75	sp|P40819|YEFM_SALTY	-	75	3.7e-18	65.2	0.1	1	1	2e-22	4e-18	65.1	0.1	1	50	3	51	3	71	0.94	Antitoxin Phd_YefM, type II toxin-antitoxin system
Response_reg	PF00072.27	112	sp|P52936|SP0A_CLOB8	-	273	4.1e-24	85.0	0.9	1	1	7.3e-28	7.2e-24	84.3	0.9	1	111	8	121	8	122	0.94	Response regulator receiver domain
Spo0A_C	PF08769.14	104	sp|P52936|SP0A_CLOB8	-	273	9.6e-46	154.3	1.4	2	2	1.5e-49	1.4e-45	153.7	0.4	1	104	163	266	163	266	0.99	Sporulation initiation factor Spo0A C terminal
GntR	PF00392.24	64	sp|P9WMG5|MCE2R_MYCTU	-	240	6.1e-20	70.8	0.7	1	2	3.4e-23	6.1e-20	70.8	0.7	3	64	13	74	12	74	0.96	Bacterial regulatory proteins, gntR family
FCD	PF07729.15	125	sp|P9WMG5|MCE2R_MYCTU	-	240	1.8e-09	38.2	0.9	2	2	1e-12	1.8e-09	38.2	0.9	2	124	104	223	103	224	0.91	FCD domain
Response_reg	PF00072.27	112	sp|P0ACZ8|CUSR_ECOLI	-	227	4e-27	94.7	0.0	1	1	6.4e-31	6.3e-27	94.1	0.0	2	112	4	113	3	113	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P0ACZ8|CUSR_ECOLI	-	227	4.5e-26	90.9	0.0	1	1	7.9e-30	7.7e-26	90.1	0.0	1	77	146	221	146	221	0.97	Transcriptional regulatory protein, C terminal
HTH_18	PF12833.10	81	sp|P0A9E2|SOXS_ECOLI	-	107	2.8e-23	82.1	1.4	1	1	3.4e-27	3.3e-23	81.9	1.4	1	81	27	106	27	106	0.97	Helix-turn-helix domain
Peripla_BP_3	PF13377.9	166	tr|A0A0H2ZQ65|A0A0H2ZQ65_STRP2	-	336	3.1e-26	92.7	0.0	1	1	1.2e-29	5.9e-26	91.8	0.0	10	166	181	332	174	332	0.92	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|A0A0H2ZQ65|A0A0H2ZQ65_STRP2	-	336	7.4e-21	73.8	1.0	1	1	4.8e-24	2.4e-20	72.2	1.0	1	46	8	53	8	53	0.99	Bacterial regulatory proteins, lacI family
MarR	PF01047.25	59	sp|P0A8W2|SLYA_ECOLI	-	144	1.1e-18	66.9	0.2	1	2	2.9e-22	1.1e-18	66.9	0.2	1	58	29	87	29	88	0.98	MarR family
HTH_20	PF12840.10	61	sp|P0A8W2|SLYA_ECOLI	-	144	0.00054	20.0	0.7	1	3	0.46	1.8e+03	-0.9	0.0	29	49	8	28	7	30	0.80	Helix-turn-helix domain
Sigma54_activat	PF00158.29	168	sp|Q00934|PILR_PSEAE	-	445	6.2e-67	224.6	0.0	1	1	3e-70	9.7e-67	224.0	0.0	1	167	135	301	135	302	0.99	Sigma-54 interaction domain
Response_reg	PF00072.27	112	sp|Q00934|PILR_PSEAE	-	445	1.1e-29	103.0	0.0	1	1	8.4e-33	2.8e-29	101.7	0.0	2	111	7	115	6	116	0.98	Response regulator receiver domain
HTH_8	PF02954.22	42	sp|Q00934|PILR_PSEAE	-	445	2.9e-16	59.1	2.9	2	2	8.9e-20	2.9e-16	59.1	2.9	2	42	402	442	401	442	0.97	Bacterial regulatory protein, Fis family
Peripla_BP_3	PF13377.9	166	sp|P50844|KDGR_BACSU	-	339	3e-24	86.2	0.0	2	2	7.5e-27	2.1e-23	83.5	0.0	3	165	178	338	176	339	0.77	Periplasmic binding protein-like domain
LacI	PF00356.24	46	sp|P50844|KDGR_BACSU	-	339	2.3e-17	62.6	0.1	1	1	2.2e-20	6.2e-17	61.2	0.1	1	46	10	56	10	56	0.99	Bacterial regulatory proteins, lacI family
HTH_Crp_2	PF13545.9	68	sp|P51007|FNRL_CERS4	-	248	1.2e-17	63.7	0.5	1	1	4.6e-21	2.3e-17	62.9	0.5	1	66	158	235	158	237	0.81	Crp-like helix-turn-helix domain
cNMP_binding	PF00027.32	89	sp|P51007|FNRL_CERS4	-	248	7.6e-13	48.5	0.0	1	1	2.6e-16	1.3e-12	47.8	0.0	2	88	42	125	41	126	0.97	Cyclic nucleotide-binding domain
LysR_substrate	PF03466.23	209	tr|A0A0H3CCL0|A0A0H3CCL0_CAUVN	-	300	9.1e-44	149.5	4.9	1	1	1.2e-47	1.2e-43	149.1	4.9	2	207	90	299	89	300	0.95	LysR substrate binding domain
HTH_1	PF00126.30	60	tr|A0A0H3CCL0|A0A0H3CCL0_CAUVN	-	300	2.4e-19	69.1	0.4	1	2	2.5e-23	2.4e-19	69.1	0.4	1	60	6	65	6	65	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
HTH_1	PF00126.30	60	tr|A0A0H3CCL0|A0A0H3CCL0_CAUVN	-	300	2.4e-19	69.1	0.4	2	2	1.1	1e+04	-3.3	0.2	10	21	75	86	70	89	0.76	Bacterial regulatory helix-turn-helix protein, lysR family
MerR_1	PF13411.9	69	sp|P37582|GLNR_BACSU	-	135	4.8e-19	68.3	0.0	1	2	9e-23	8.8e-19	67.5	0.0	2	67	13	78	12	80	0.96	MerR HTH family regulatory protein
MerR_1	PF13411.9	69	sp|P37582|GLNR_BACSU	-	135	4.8e-19	68.3	0.0	2	2	0.9	8.8e+03	-3.0	0.0	16	24	104	112	97	125	0.55	MerR HTH family regulatory protein
PadR	PF03551.17	75	tr|Q87L53|Q87L53_VIBPA	-	179	6.5e-16	58.2	0.0	1	1	1.3e-19	1.3e-15	57.3	0.0	1	74	7	80	7	81	0.98	Transcriptional regulator PadR-like family
Vir_act_alpha_C	PF10400.12	77	tr|Q87L53|Q87L53_VIBPA	-	179	4.3e-15	56.2	1.6	2	2	4.4e-19	4.3e-15	56.2	1.6	1	77	92	176	92	176	0.98	Virulence activator alpha C-term
LexA_DNA_bind	PF01726.19	65	sp|P9WHR7|LEXA_MYCTU	-	236	6.6e-30	102.8	0.1	1	1	1.5e-33	9.8e-30	102.3	0.1	2	65	25	88	24	88	0.98	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|P9WHR7|LEXA_MYCTU	-	236	2.3e-29	101.7	0.0	1	1	5e-33	3.3e-29	101.2	0.0	1	116	118	230	118	230	0.98	Peptidase S24-like
cNMP_binding	PF00027.32	89	tr|Q9KNW6|Q9KNW6_VIBCH	-	210	1.5e-23	82.8	0.0	1	1	6.5e-27	2.6e-23	82.1	0.0	3	88	23	109	21	110	0.96	Cyclic nucleotide-binding domain
HTH_Crp_2	PF13545.9	68	tr|Q9KNW6|Q9KNW6_VIBCH	-	210	9e-14	51.3	0.3	2	2	5.8e-17	2.3e-13	50.0	0.1	1	59	142	206	142	207	0.85	Crp-like helix-turn-helix domain
NikR_C	PF08753.14	77	tr|D3UIX2|D3UIX2_HELM1	-	148	3.1e-31	107.5	4.8	1	1	5e-35	4.9e-31	106.8	4.8	1	75	65	139	65	141	0.98	NikR C terminal nickel binding domain
RHH_1	PF01402.24	39	tr|D3UIX2|D3UIX2_HELM1	-	148	8.2e-07	28.9	0.2	1	1	1.3e-10	1.3e-06	28.3	0.2	1	37	13	50	13	52	0.95	Ribbon-helix-helix protein, copG family
Response_reg	PF00072.27	112	sp|P13792|PHOP_BACSU	-	240	3.1e-31	108.0	0.3	1	1	4.7e-35	4.6e-31	107.4	0.3	1	111	5	114	5	115	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P13792|PHOP_BACSU	-	240	1.7e-28	98.7	0.1	1	1	3e-32	3e-28	97.9	0.1	3	77	159	233	157	233	0.98	Transcriptional regulatory protein, C terminal
FUR	PF01475.22	121	tr|A0A5P8YLF1|A0A5P8YLF1_YERPE	-	169	9.1e-14	51.8	0.7	1	2	8.5e-17	8.3e-13	48.7	0.0	2	119	20	138	19	140	0.88	Ferric uptake regulator family
FUR	PF01475.22	121	tr|A0A5P8YLF1|A0A5P8YLF1_YERPE	-	169	9.1e-14	51.8	0.7	2	2	0.1	1e+03	-0.0	2.6	80	97	139	156	134	169	0.72	Ferric uptake regulator family
HTH_18	PF12833.10	81	sp|P0ACH5|MARA_ECOLI	-	127	1.1e-17	64.1	0.2	1	1	1.5e-21	1.4e-17	63.8	0.2	2	79	32	108	31	110	0.96	Helix-turn-helix domain
LexA_DNA_bind	PF01726.19	65	sp|Q9KVP9|LEXA_VIBCH	-	209	4.7e-30	103.3	0.6	1	2	1.8e-33	1.7e-29	101.5	0.1	1	65	1	65	1	65	0.99	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|Q9KVP9|LEXA_VIBCH	-	209	9.3e-32	109.4	0.0	2	2	1.8e-35	1.8e-31	108.4	0.0	1	116	84	200	84	200	0.98	Peptidase S24-like
Response_reg	PF00072.27	112	sp|P35163|RESD_BACSU	-	240	1.6e-32	112.1	0.2	1	2	3.4e-36	3.4e-32	111.1	0.1	1	111	9	117	9	118	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P35163|RESD_BACSU	-	240	1.8e-27	95.4	0.1	1	1	3.6e-31	3.6e-27	94.4	0.1	1	77	158	235	158	235	0.97	Transcriptional regulatory protein, C terminal
HTH_8	PF02954.22	42	sp|P57902|FIS_PASMU	-	99	2.5e-16	59.2	0.2	1	1	2.1e-20	4.1e-16	58.6	0.2	2	42	56	96	55	96	0.98	Bacterial regulatory protein, Fis family
Sigma54_activat	PF00158.29	168	sp|P38022|ROCR_BACSU	-	461	2.4e-62	209.7	0.0	1	1	2.3e-65	4.1e-62	209.0	0.0	1	167	143	308	143	309	0.98	Sigma-54 interaction domain
PAS_9	PF13426.10	104	sp|P38022|ROCR_BACSU	-	461	2e-08	34.6	2.4	1	2	3.1e-11	5.5e-08	33.2	1.0	3	104	22	121	20	121	0.85	PAS domain
HTH_8	PF02954.22	42	sp|P38022|ROCR_BACSU	-	461	5.2e-16	58.2	0.1	1	1	8.7e-19	1.6e-15	56.7	0.1	2	42	415	455	414	455	0.97	Bacterial regulatory protein, Fis family
Response_reg	PF00072.27	112	sp|P0A9Q1|ARCA_ECOLI	-	238	2.9e-27	95.2	0.3	1	2	1e-30	9.9e-27	93.5	0.1	1	110	6	113	6	115	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|P0A9Q1|ARCA_ECOLI	-	238	1.7e-18	66.6	0.0	1	1	3.4e-22	3.4e-18	65.6	0.0	1	77	156	232	156	232	0.98	Transcriptional regulatory protein, C terminal
VpsR	PF20161.2	121	tr|Q9KU59|Q9KU59_VIBCH	-	444	5.9e-48	161.7	0.0	1	1	3.9e-51	9.5e-48	161.1	0.0	2	121	3	122	2	122	0.99	VpsR domain
HTH_8	PF02954.22	42	tr|Q9KU59|Q9KU59_VIBCH	-	444	1.2e-09	37.8	0.2	2	2	4.2e-11	1e-07	31.7	0.2	2	41	396	435	395	436	0.92	Bacterial regulatory protein, Fis family
Sigma54_activat	PF00158.29	168	tr|Q9KU59|Q9KU59_VIBCH	-	444	3.7e-40	137.5	0.0	1	1	2.4e-43	5.9e-40	136.9	0.0	1	167	146	305	146	306	0.96	Sigma-54 interaction domain
Trans_reg_C	PF00486.31	77	sp|P15795|TOXR_VIBCH	-	294	8.9e-21	73.9	0.0	1	1	7.5e-25	1.5e-20	73.2	0.0	4	77	45	119	40	119	0.96	Transcriptional regulatory protein, C terminal
Response_reg	PF00072.27	112	tr|K7WA79|K7WA79_9NOST	-	256	9.7e-22	77.4	0.0	1	1	1.7e-25	1.6e-21	76.7	0.0	3	111	8	114	6	115	0.97	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|K7WA79|K7WA79_9NOST	-	256	5.2e-21	74.7	0.0	1	2	1.3e-24	1.3e-20	73.4	0.0	2	77	149	223	147	223	0.97	Transcriptional regulatory protein, C terminal
Trans_reg_C	PF00486.31	77	tr|K7WA79|K7WA79_9NOST	-	256	5.2e-21	74.7	0.0	2	2	0.79	7.8e+03	-2.8	0.0	44	60	226	242	224	248	0.77	Transcriptional regulatory protein, C terminal
Response_reg	PF00072.27	112	tr|Q5E2Y1|Q5E2Y1_ALIF1	-	239	1.8e-28	99.1	0.2	1	2	4.1e-32	4.1e-28	97.9	0.0	1	110	6	113	6	115	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|Q5E2Y1|Q5E2Y1_ALIF1	-	239	4.3e-18	65.3	0.0	1	1	1.2e-21	1.2e-17	63.9	0.0	1	77	156	232	156	232	0.98	Transcriptional regulatory protein, C terminal
Response_reg	PF00072.27	112	tr|Q88PE9|Q88PE9_PSEPK	-	227	2.1e-30	105.3	0.0	1	2	6.6e-34	6.5e-30	103.7	0.0	1	112	3	114	3	114	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|Q88PE9|Q88PE9_PSEPK	-	227	1.2e-17	63.8	0.0	1	1	3e-21	2.9e-17	62.6	0.0	4	77	149	220	146	220	0.95	Transcriptional regulatory protein, C terminal
DeoRC	PF00455.25	160	sp|P0ACK5|DEOR_ECOLI	-	252	7.4e-46	156.2	0.0	1	1	1.3e-49	1.2e-45	155.4	0.0	3	159	76	232	74	233	0.99	DeoR C terminal sensor domain
HTH_DeoR	PF08220.15	57	sp|P0ACK5|DEOR_ECOLI	-	252	7.6e-15	54.5	0.0	1	1	1.2e-18	1.2e-14	53.9	0.0	1	55	8	59	8	61	0.93	DeoR-like helix-turn-helix domain
Sigma54_activat	PF00158.29	168	tr|Q88EH4|Q88EH4_PSEPK	-	519	6.4e-58	195.3	0.0	1	1	3.2e-61	1e-57	194.6	0.0	2	167	208	374	207	375	0.98	Sigma-54 interaction domain
HTH_50	PF18024.4	50	tr|Q88EH4|Q88EH4_PSEPK	-	519	3.6e-14	52.3	0.0	1	1	3.5e-17	1.1e-13	50.7	0.0	1	50	466	515	466	515	0.96	Helix-turn-helix domain
PAS	PF00989.28	113	tr|Q88EH4|Q88EH4_PSEPK	-	519	9e-06	25.8	0.0	1	1	6.3e-09	2.1e-05	24.6	0.0	3	54	84	135	82	182	0.84	PAS fold
Peripla_BP_3	PF13377.9	166	tr|S5RJF3|S5RJF3_9STRE	-	334	2.7e-21	76.7	0.0	1	1	1.1e-24	5.5e-21	75.7	0.0	10	166	181	332	174	332	0.92	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|S5RJF3|S5RJF3_9STRE	-	334	8.6e-21	73.6	1.0	1	1	4.8e-24	2.4e-20	72.2	1.0	1	46	8	53	8	53	0.99	Bacterial regulatory proteins, lacI family
LysR_substrate	PF03466.23	209	sp|P23841|XAPR_ECOLI	-	294	3.1e-38	131.4	0.5	1	1	4.5e-42	4.4e-38	130.9	0.5	2	203	93	291	92	294	0.95	LysR substrate binding domain
HTH_1	PF00126.30	60	sp|P23841|XAPR_ECOLI	-	294	3.7e-22	78.2	0.2	1	1	7.4e-26	7.2e-22	77.2	0.2	1	60	9	68	9	68	0.98	Bacterial regulatory helix-turn-helix protein, lysR family
Response_reg	PF00072.27	112	sp|P31802|NARP_ECOLI	-	215	1.8e-30	105.5	0.4	1	1	1.1e-33	3e-30	104.8	0.4	1	112	9	121	9	121	0.99	Response regulator receiver domain
GerE	PF00196.22	57	sp|P31802|NARP_ECOLI	-	215	5.2e-25	86.9	0.9	1	1	4e-28	1.1e-24	85.8	0.9	1	56	152	207	152	208	0.97	Bacterial regulatory proteins, luxR family
Histone_HNS	PF00816.24	92	sp|P0ACF8|HNS_ECOLI	-	137	4.8e-19	69.1	4.1	2	2	2.4e-23	4.8e-19	69.1	4.1	2	91	33	127	32	129	0.81	H-NS histone family
LexA_DNA_bind	PF01726.19	65	sp|P0A153|LEXA1_PSEPK	-	202	1.4e-30	105.0	0.0	1	1	2.1e-34	2.1e-30	104.4	0.0	1	65	1	65	1	65	0.98	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|P0A153|LEXA1_PSEPK	-	202	1.5e-30	105.5	0.0	1	1	2.2e-34	2.1e-30	105.0	0.0	1	113	81	194	81	197	0.96	Peptidase S24-like
Response_reg	PF00072.27	112	tr|Q8DU28|Q8DU28_STRMU	-	224	5.1e-22	78.3	0.0	1	1	7.8e-26	7.6e-22	77.7	0.0	2	111	5	112	4	113	0.96	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|Q8DU28|Q8DU28_STRMU	-	224	2.1e-19	69.5	0.0	1	1	3.7e-23	3.6e-19	68.7	0.0	1	77	145	220	145	220	0.95	Transcriptional regulatory protein, C terminal
FadR_C	PF07840.15	164	sp|A5F6Z2|FADR_VIBC3	-	279	6.7e-69	231.1	0.8	1	1	1.8e-72	8.8e-69	230.7	0.8	1	163	72	274	72	275	0.97	FadR C-terminal domain
GntR	PF00392.24	64	sp|A5F6Z2|FADR_VIBC3	-	279	1.5e-20	72.7	0.3	1	2	7.4e-24	3.6e-20	71.5	0.0	5	64	12	71	8	71	0.95	Bacterial regulatory proteins, gntR family
Bac_DnaA	PF00308.21	219	sp|P03004|DNAA_ECOLI	-	467	3e-99	331.4	0.2	1	1	1.4e-102	4.6e-99	330.8	0.2	2	218	133	349	132	350	0.99	Bacterial dnaA protein
Bac_DnaA_C	PF08299.14	69	sp|P03004|DNAA_ECOLI	-	467	4.6e-33	113.2	0.2	2	2	7.5e-36	2.5e-32	110.9	0.1	1	69	376	444	376	444	0.99	Bacterial dnaA protein helix-turn-helix
DnaA_N	PF11638.11	64	sp|P03004|DNAA_ECOLI	-	467	1.2e-19	69.9	0.1	1	1	8.9e-23	2.9e-19	68.7	0.1	2	63	4	64	3	65	0.94	DnaA N-terminal domain
ComK	PF06338.14	152	sp|P40396|COMK_BACSU	-	192	1.9e-63	212.8	0.1	1	1	1.2e-67	2.4e-63	212.5	0.1	2	151	10	158	9	159	0.99	ComK protein
Peripla_BP_3	PF13377.9	166	tr|A0A512AB92|A0A512AB92_STRCR	-	334	4.3e-24	85.8	0.0	2	2	2.1e-27	1e-23	84.5	0.0	4	166	175	332	172	332	0.92	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|A0A512AB92|A0A512AB92_STRCR	-	334	3.8e-21	74.7	1.2	1	1	1.9e-24	9.4e-21	73.5	1.2	1	46	8	53	8	53	0.99	Bacterial regulatory proteins, lacI family
FUR	PF01475.22	121	tr|Q9A1M6|Q9A1M6_STRP1	-	155	4.1e-28	98.1	0.2	1	1	2.9e-32	5.7e-28	97.6	0.2	2	118	23	138	22	141	0.94	Ferric uptake regulator family
PucR	PF07905.14	117	sp|O32138|PUCR_BACSU	-	531	2.4e-37	127.9	0.1	1	3	2.8e-40	1.8e-36	125.1	0.0	1	117	5	124	5	124	0.97	Purine catabolism regulatory protein-like family
PucR	PF07905.14	117	sp|O32138|PUCR_BACSU	-	531	2.4e-37	127.9	0.1	2	3	0.66	4.3e+03	-1.9	0.0	87	112	157	182	147	185	0.76	Purine catabolism regulatory protein-like family
PucR	PF07905.14	117	sp|O32138|PUCR_BACSU	-	531	2.4e-37	127.9	0.1	3	3	1	6.6e+03	-2.5	0.0	62	80	230	248	219	263	0.73	Purine catabolism regulatory protein-like family
HTH_30	PF13556.9	59	sp|O32138|PUCR_BACSU	-	531	3.5e-24	84.5	1.4	1	1	1.2e-27	7.8e-24	83.4	1.4	1	58	468	525	468	526	0.98	PucR C-terminal helix-turn-helix domain
GGDEF_2	PF17853.4	117	sp|O32138|PUCR_BACSU	-	531	1.5e-16	60.9	0.0	1	1	5.5e-20	3.6e-16	59.6	0.0	4	116	285	416	280	417	0.91	GGDEF-like domain
Sigma54_DBD	PF04552.16	160	tr|Q9PDH1|Q9PDH1_XYLFA	-	462	9.1e-65	217.4	0.1	1	1	2.2e-68	1.4e-64	216.8	0.1	2	160	302	460	301	460	0.99	Sigma-54, DNA binding domain
Sigma54_CBD	PF04963.16	180	tr|Q9PDH1|Q9PDH1_XYLFA	-	462	3.8e-47	160.6	0.0	1	2	1.5e-50	9.8e-47	159.2	0.0	4	180	96	289	93	289	0.93	Sigma-54 factor, core binding domain
Sigma54_AID	PF00309.23	46	tr|Q9PDH1|Q9PDH1_XYLFA	-	462	4.4e-16	58.6	3.2	1	1	1.9e-19	1.3e-15	57.1	3.2	2	45	7	50	6	51	0.95	Sigma-54 factor, Activator interacting domain (AID)
FUR	PF01475.22	121	tr|Q820Q2|Q820Q2_NITEU	-	146	2.9e-45	153.4	0.1	1	1	1.7e-49	3.4e-45	153.2	0.1	2	121	15	134	14	134	0.99	Ferric uptake regulator family
Trans_reg_C	PF00486.31	77	tr|A9CKA3|A9CKA3_AGRFC	-	227	7.6e-27	93.3	0.0	1	1	1.6e-30	1.6e-26	92.4	0.0	2	76	151	224	150	225	0.96	Transcriptional regulatory protein, C terminal
Response_reg	PF00072.27	112	tr|A9CKA3|A9CKA3_AGRFC	-	227	9e-27	93.6	0.0	1	1	1.3e-30	1.3e-26	93.1	0.0	1	112	5	117	5	117	0.97	Response regulator receiver domain
LexA_DNA_bind	PF01726.19	65	sp|Q9PH24|LEXA_XYLFA	-	211	1.1e-16	60.5	0.1	1	1	1.7e-20	1.6e-16	59.9	0.1	3	65	2	64	1	64	0.98	LexA DNA binding domain
Peptidase_S24	PF00717.26	116	sp|Q9PH24|LEXA_XYLFA	-	211	2.8e-29	101.3	0.0	2	2	7e-33	6.9e-29	100.1	0.0	1	114	89	202	89	204	0.95	Peptidase S24-like
Response_reg	PF00072.27	112	sp|P0ACZ4|EVGA_ECOLI	-	204	3.1e-27	95.1	0.2	1	1	4.9e-31	4.8e-27	94.5	0.2	2	112	4	114	3	114	0.98	Response regulator receiver domain
GerE	PF00196.22	57	sp|P0ACZ4|EVGA_ECOLI	-	204	3.6e-22	77.8	0.1	2	2	9.1e-26	9e-22	76.6	0.1	1	57	142	198	142	198	0.98	Bacterial regulatory proteins, luxR family
Rrf2	PF02082.23	132	sp|Q5E2D6|NSRR_ALIF1	-	141	2.6e-33	115.1	0.0	1	1	1.5e-37	2.9e-33	115.0	0.0	1	131	3	129	3	130	0.98	Iron-dependent Transcriptional regulator
FUR	PF01475.22	121	sp|P33086|FUR_YERPE	-	148	1.6e-47	160.7	0.3	1	1	9.4e-52	1.8e-47	160.5	0.3	2	121	11	130	10	130	0.99	Ferric uptake regulator family
Peripla_BP_3	PF13377.9	166	tr|F9UQH6|F9UQH6_LACPL	-	336	4.8e-30	105.1	0.0	1	1	1.9e-33	9.2e-30	104.2	0.0	2	166	173	332	172	332	0.92	Periplasmic binding protein-like domain
LacI	PF00356.24	46	tr|F9UQH6|F9UQH6_LACPL	-	336	1.9e-19	69.3	1.0	1	1	9.3e-23	4.6e-19	68.1	1.0	1	46	7	52	7	52	0.99	Bacterial regulatory proteins, lacI family
TetR_C_30	PF17939.4	115	tr|Q87ZC1|Q87ZC1_PSESM	-	238	8.2e-29	100.3	0.5	1	1	1.5e-32	1.5e-28	99.5	0.5	2	115	91	205	90	205	0.98	Tetracyclin repressor-like, C-terminal domain
TetR_N	PF00440.26	47	tr|Q87ZC1|Q87ZC1_PSESM	-	238	1.9e-14	53.3	2.1	1	2	3.8e-18	3.8e-14	52.3	0.7	1	47	10	56	10	56	0.98	Bacterial regulatory proteins, tetR family
TetR_N	PF00440.26	47	tr|Q87ZC1|Q87ZC1_PSESM	-	238	1.9e-14	53.3	2.1	2	2	0.23	2.3e+03	-1.4	0.0	16	25	229	238	228	238	0.86	Bacterial regulatory proteins, tetR family
Bac_DNA_binding	PF00216.24	90	sp|A5F1W7|IHFA_VIBC3	-	98	1.6e-31	108.4	0.2	1	1	3.8e-35	1.9e-31	108.2	0.2	1	89	3	91	3	92	0.99	Bacterial DNA-binding protein
MarR	PF01047.25	59	tr|A9CJU2|A9CJU2_AGRFC	-	152	1.2e-15	57.2	0.0	1	1	6.8e-19	1.9e-15	56.6	0.0	1	59	44	102	44	102	0.99	MarR family
YafQ_toxin	PF15738.8	88	sp|Q47149|YAFQ_ECOLI	-	92	1.3e-31	108.9	0.1	1	1	7e-36	1.4e-31	108.7	0.1	2	88	5	92	4	92	0.98	Bacterial toxin of type II toxin-antitoxin system, YafQ
Response_reg	PF00072.27	112	sp|Q2G2G2|SAER_STAA8	-	228	4.4e-29	101.0	0.4	1	1	1.3e-32	8.6e-29	100.1	0.4	2	111	5	112	4	113	0.98	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	sp|Q2G2G2|SAER_STAA8	-	228	3.3e-26	91.3	0.1	1	1	8.8e-30	5.7e-26	90.5	0.1	1	77	148	224	148	224	0.97	Transcriptional regulatory protein, C terminal
TetR_N	PF00440.26	47	tr|Q79YV4|Q79YV4_VIBPA	-	204	1.1e-09	38.0	0.0	1	1	9.2e-14	1.8e-09	37.4	0.0	2	47	22	67	21	67	0.95	Bacterial regulatory proteins, tetR family
Response_reg	PF00072.27	112	tr|Q1J8D4|Q1J8D4_STRPF	-	228	3.1e-27	95.1	0.6	1	1	5.5e-31	5.4e-27	94.3	0.6	1	112	5	114	5	114	0.96	Response regulator receiver domain
Trans_reg_C	PF00486.31	77	tr|Q1J8D4|Q1J8D4_STRPF	-	228	1.1e-26	92.8	0.4	2	2	3e-30	2.9e-26	91.5	0.2	2	76	151	224	150	225	0.95	Transcriptional regulatory protein, C terminal
GerE	PF00196.22	57	sp|P11470|GERE_BACSU	-	74	3e-24	84.5	0.2	1	1	1.2e-27	3.5e-24	84.3	0.2	2	55	11	64	10	66	0.97	Bacterial regulatory proteins, luxR family
Response_reg	PF00072.27	112	tr|A0A0H2ZHG6|A0A0H2ZHG6_PSEAB	-	231	7.3e-18	64.9	0.0	1	1	1.1e-21	1.1e-17	64.3	0.0	1	111	21	136	21	137	0.94	Response regulator receiver domain
GerE	PF00196.22	57	tr|A0A0H2ZHG6|A0A0H2ZHG6_PSEAB	-	231	1.6e-09	37.3	0.2	1	1	2.5e-13	2.4e-09	36.7	0.2	3	55	170	222	168	224	0.95	Bacterial regulatory proteins, luxR family
Response_reg	PF00072.27	112	sp|P58253|SP0A_CLOAB	-	281	5.8e-26	91.0	0.7	1	1	9.6e-30	9.4e-26	90.3	0.7	1	111	8	121	8	122	0.94	Response regulator receiver domain
Spo0A_C	PF08769.14	104	sp|P58253|SP0A_CLOAB	-	281	1.4e-46	157.0	0.7	2	2	1.4e-50	1.4e-46	157.0	0.7	1	104	171	274	171	274	0.99	Sporulation initiation factor Spo0A C terminal
CoA_binding	PF02629.22	96	sp|Q18CR5|REX_CLOD6	-	210	2.3e-23	82.8	0.0	1	1	5.7e-27	3.7e-23	82.1	0.0	2	95	83	179	82	180	0.96	CoA binding domain
Put_DNA-bind_N	PF06971.16	49	sp|Q18CR5|REX_CLOD6	-	210	3.8e-20	71.8	0.2	1	1	1.2e-23	7.7e-20	70.8	0.2	1	49	6	54	6	54	0.98	Putative DNA-binding protein N-terminus
Peptidase_S24	PF00717.26	116	sp|Q8PN77|LEXA1_XANAC	-	201	6.8e-29	100.1	0.0	1	1	2e-32	9.8e-29	99.6	0.0	1	114	80	193	80	195	0.98	Peptidase S24-like
